order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,n_items,total_price,total_freight,product_category_name,product_category_name_english,total_payment_value,n_payment_installments,payment_type,is_late
736bc8f7f380882879634ac0922e49e1,eee877487bd27956010c31db444ec903,delivered,2017-09-21 18:51:42,2017-09-21 19:04:00,2017-09-25 19:50:02,2017-09-27 18:58:00,2017-10-09,a5c9d97393b99426f502b7ffb940eb4e,7920,francisco morato,SP,1.0,99.9,7.95,relogios_presentes,watches_gifts,107.85,7.0,credit_card,0
179a6a5380b863ae5aae42e8eb754913,5183ebec380dce5c4d15954fa170301e,delivered,2018-06-26 14:37:59,2018-06-27 08:30:49,2018-07-03 04:30:00,2018-07-10 23:32:01,2018-07-19,0b5057cd51031b814ac5667fb3ff0dbc,74360,goiania,GO,2.0,118.0,33.2,esporte_lazer,sports_leisure,151.2,1.0,boleto,0
22ce839b4cf363dd05a5cde6a91e53de,7638ebb9a062fb69f8646c668dd5e3d6,delivered,2018-06-20 15:27:17,2018-06-20 16:01:17,2018-06-21 12:05:00,2018-06-26 19:41:56,2018-07-13,f8dafbf2639c7ea16883679d48e91291,1251,sao paulo,SP,1.0,19.89,17.07,eletronicos,electronics,36.96,1.0,credit_card,0
bd40646e66e4d98108aeb536cb58799b,e94d2f91c273a61a08d717e87a68753e,delivered,2018-07-16 12:54:59,2018-07-16 13:10:15,2018-07-17 15:00:00,2018-07-23 17:12:10,2018-08-01,72048e1d6aa86fdc45c580bbbbf5c7b9,86420,carlopolis,PR,1.0,377.9,62.78,brinquedos,toys,440.68,6.0,credit_card,0
7667f0eac9b433b02f42a902df87ebe7,e50c85a1c5f78111be85d6d38c919a30,delivered,2017-09-16 20:43:05,2017-09-19 03:30:28,2017-09-25 18:33:26,2017-09-30 13:05:15,2017-09-28,b8dc1446784e02a8753fba5ec915ce3c,13060,campinas,SP,1.0,49.9,8.72,telefonia,telephony,58.62,1.0,boleto,1
469872bf23abc5c0ce6db24fd6fec382,4e6fbf386c2076b95813eea3cb438a14,delivered,2018-05-01 14:43:35,2018-05-01 15:12:19,2018-05-03 16:30:00,2018-05-14 17:28:21,2018-05-29,2692df37eaab6026ceb6a2e141152d4a,86031,londrina,PR,1.0,99.9,0.0,relogios_presentes,watches_gifts,99.9,2.0,credit_card,0
3f49c44f8daf2224823379331514a723,af0e505d980484f4c3e56e8b818127a8,delivered,2017-09-20 11:21:14,2017-09-21 02:56:00,2017-09-27 20:57:49,2017-10-21 03:56:50,2017-11-13,dff33bfc45ae0becc55ce9b50acd4073,69055,manaus,AM,2.0,541.8,96.86,,,638.66,1.0,boleto,0
6ae8872e75a5a7aea3e8224fa4a67265,164ec23ae2118d936228a6b921fa02d5,delivered,2018-05-10 11:27:22,2018-05-10 11:51:46,2018-05-11 12:48:00,2018-05-22 15:32:41,2018-06-04,a55f0e5987ccdedc5fd36bf3a4d8b37d,58067,joao pessoa,PB,1.0,39.99,22.85,beleza_saude,health_beauty,62.84,6.0,credit_card,0
f07cd569c4555fbf9dd3568b7995827a,8f41cca39f1d5a5cbed373e947d79e55,delivered,2018-05-07 08:05:30,2018-05-07 16:53:25,2018-05-09 15:48:00,2018-05-18 17:37:27,2018-05-29,01cbe0a1a969bf0936fd97298ae18cc8,29303,cachoeiro de itapemirim,ES,1.0,145.0,18.89,relogios_presentes,watches_gifts,163.89,3.0,credit_card,0
e57d5707be958772890c6933f30e7e21,a81d4356ec39d9b97f8a4a515b4cdc76,delivered,2018-05-07 23:59:33,2018-05-08 00:13:36,2018-05-08 13:21:00,2018-05-15 20:57:43,2018-05-29,7fe53ce6ebcc4a93719884627ab3f66b,35160,ipatinga,MG,1.0,179.0,22.96,utilidades_domesticas,housewares,201.96,8.0,credit_card,0
1c178bdd4563b60122dd90a44cdff191,126ef3e3910767db1353e751327dcbf6,delivered,2017-12-16 11:48:28,2017-12-16 13:11:06,2017-12-18 18:59:16,2017-12-28 17:48:16,2018-01-17,547e984a2354bac54ddab0caee3955b3,83505,almirante tamandare,PR,1.0,129.0,14.65,informatica_acessorios,computers_accessories,143.65,1.0,debit_card,0
62d68905605e2398997788c26b9e0096,ff726e16b7e716c6781a22bedc7381ca,delivered,2018-07-07 12:43:06,2018-07-08 12:35:14,2018-07-25 15:12:00,2018-08-01 14:06:48,2018-08-16,625b2abfa7cf8b32b25521871587083a,41192,salvador,BA,1.0,169.99,56.84,moveis_escritorio,office_furniture,226.83,3.0,credit_card,0
dafb5cbb5a0e7ff890bd9f8db676b51b,9ccb1a83b45a82fde633de4af9fbd099,delivered,2018-02-27 17:32:19,2018-02-28 10:29:48,2018-02-28 22:09:11,2018-03-19 20:52:36,2018-03-23,cce18bd6ca96ab03292bd397339b2385,45065,vitoria da conquista,BA,1.0,95.49,19.91,beleza_saude,health_beauty,115.4,1.0,credit_card,0
63fb6b4d90b3558d5fd5e3b4ddd1a2fe,64be2340e952f10ca10afdc59a83d754,delivered,2018-05-16 20:58:35,2018-05-17 16:34:37,2018-05-18 11:50:00,2018-05-22 01:04:48,2018-05-28,66026cfe6ed4aeae90c27f9e1ef2e857,5758,sao paulo,SP,1.0,24.99,7.39,telefonia,telephony,32.38,1.0,boleto,0
5d073530ec28aa4104bb37b6c4b1a22b,406d563b44f6f53e9ae72f26ec135183,delivered,2018-01-17 15:47:44,2018-01-17 15:58:20,2018-01-19 19:50:18,2018-02-01 19:43:31,2018-02-16,219d2d7cdd263d56a6cc03694700f59a,26178,belford roxo,RJ,1.0,109.9,14.52,eletronicos,electronics,124.42,1.0,credit_card,0
d3cc6a0be5a659e6c515010d99e9c335,334aace2ea64ac7763440b12492d4374,delivered,2017-03-22 16:58:07,2017-03-22 16:58:07,2017-03-23 08:40:00,2017-03-27 12:59:44,2017-04-12,ac7d4fa6770970725c1a4cf26aba43cd,6422,barueri,SP,1.0,229.9,15.78,perfumaria,perfumery,245.68,6.0,credit_card,0
fb7a9e3e0ff0d94790b472206462f2de,cec58a230b3feb0e56a802540eb8b28d,delivered,2017-06-15 07:42:43,2017-06-15 07:50:14,2017-06-19 14:56:01,2017-06-19 18:46:44,2017-06-29,345d82427f12013241a1b2ef4062c28b,5445,sao paulo,SP,1.0,18.9,7.78,,,26.68,1.0,credit_card,0
17536c16762f9a7287c3bbf5f2262008,e9a6568264ec01dbcf4501a138e216dd,delivered,2018-04-21 02:26:31,2018-04-24 18:58:59,2018-04-23 19:22:55,2018-04-27 20:46:37,2018-05-16,d984794245056eb48de780e7d55f23d5,2111,sao paulo,SP,1.0,159.0,11.39,cool_stuff,cool_stuff,170.39,1.0,voucher,0
e7cb94c5e7b7ce7ea2e83e7e461662f9,757be9f0f57d1863fb62a6d4b08ad287,delivered,2018-03-27 15:21:33,2018-03-29 03:28:48,2018-03-29 18:28:46,2018-04-02 16:56:53,2018-04-09,d1e7147f81b3c9ada662c567a18a8135,4154,sao paulo,SP,1.0,119.9,13.74,automotivo,auto,133.64,1.0,boleto,0
0a2d80bb09b766e032d077eb834788e4,cc4cdd1e7613c6b6797f7cd76691b883,delivered,2017-10-13 19:01:24,2017-10-13 19:14:27,2017-10-16 21:27:49,2017-10-23 20:18:06,2017-11-01,bd6ed9643bce5ce2a26865f5c8a4b3e0,30640,belo horizonte,MG,1.0,8.65,14.1,beleza_saude,health_beauty,22.75,1.0,credit_card,0
167f04d11667c6073896de381fe051f5,15c30c47d392d1bf10cfe11e5b086597,delivered,2018-06-06 23:49:36,2018-06-07 00:14:17,2018-06-08 14:40:00,2018-06-18 23:17:43,2018-07-17,007ba48697b079e78f168b051462dd1b,12460,campos do jordao,SP,1.0,129.0,18.78,cama_mesa_banho,bed_bath_table,147.78,3.0,credit_card,0
0eae0847dbceff8611d706710c724ee2,6dcf67b90ecd61b5155d20ae6d2ecac0,delivered,2017-11-16 12:29:05,2017-11-17 04:15:32,2017-11-17 17:23:57,2017-12-12 00:04:03,2017-12-12,32cbf13009b27f34f920a6987b4004fc,91520,porto alegre,RS,1.0,29.0,14.1,relogios_presentes,watches_gifts,43.1,1.0,boleto,1
883de4458b9920e4ec5ce2d4fb663473,e5b4c35110318298cc63deff9c26c169,delivered,2017-02-18 14:04:44,2017-02-19 06:45:19,2017-02-22 09:24:44,2017-03-07 11:13:26,2017-03-21,60247426854cfcb908159accf11109f2,33805,ribeirao das neves,MG,1.0,259.0,27.31,cool_stuff,cool_stuff,286.31,1.0,boleto,0
33d425553bc88c255ddeb68ab933167e,3c46a6771b9833c7571cd2498f548f95,delivered,2018-03-05 12:47:02,2018-03-06 03:55:39,2018-03-07 18:04:26,2018-03-28 13:57:02,2018-03-26,2a19a29632faf108fd680a976034fa3d,35620,abaete,MG,1.0,105.9,17.99,cama_mesa_banho,bed_bath_table,123.89,1.0,boleto,1
74fd3f19e82d4dc348cf34d3870605c1,67c217f8637c4c1f72e8b54d2e5b0f74,delivered,2018-08-24 17:53:18,2018-08-24 18:11:46,2018-08-25 09:14:00,2018-08-27 17:22:46,2018-08-30,9514faadedf04aec66980238b2abfd06,74922,aparecida de goiania,GO,1.0,99.9,9.83,beleza_saude,health_beauty,109.73,5.0,credit_card,0
ca7a8803c5feb9da44e133b9f9626dc3,2236cfc9eb37bfbaf04e45dff2f8b4aa,delivered,2017-05-29 12:01:24,2017-05-29 12:15:21,2017-05-29 13:10:53,2017-06-09 08:17:50,2017-06-22,e7925fdb77dd57b021869b8a94bccee4,15600,fernandopolis,SP,1.0,590.82,15.64,relogios_presentes,watches_gifts,606.46,10.0,credit_card,0
407d3134dc85d0544ca41fda99cb3ca6,0d785812b68075d9a8655a1b99838b3d,delivered,2018-01-27 19:53:01,2018-01-27 20:11:23,2018-01-30 21:35:24,2018-01-31 19:58:55,2018-02-14,8899f4c1b151858232ffbecbbb8da8f5,4003,sao paulo,SP,1.0,47.49,9.94,bebidas,drinks,57.43,2.0,credit_card,0
e9b735c3e357b0f402a642f5f20365df,d1f9eccec8508471e329686d56300b91,delivered,2017-09-17 18:22:18,2017-09-17 18:35:22,2017-09-18 22:13:45,2017-09-27 15:41:50,2017-10-10,db03954a9a1cc5e71f6e0f73e81a628c,79170,sidrolandia,MS,1.0,229.0,17.36,esporte_lazer,sports_leisure,246.36,5.0,credit_card,0
264838181624ad76b573c373a9862598,43f2176981dddf6c658f92c81be1dc72,delivered,2018-07-21 08:53:38,2018-07-21 09:10:09,2018-07-23 11:26:00,2018-08-09 15:56:28,2018-08-09,671bcf6087437b77056bd95e29ba22ec,28633,nova friburgo,RJ,1.0,219.0,24.33,esporte_lazer,sports_leisure,243.33,3.0,credit_card,1
7a16d8eadd3c788ef0386c78218da6cc,82df80d0b10227cfb73163fe5c9a30f5,delivered,2017-10-02 16:37:55,2017-10-04 02:49:27,2017-10-04 19:49:54,2017-10-10 19:52:01,2017-10-27,636f3c8273a58f046ed964f00f3153db,38401,uberlandia,MG,2.0,66.2,30.2,esporte_lazer,sports_leisure,96.4,1.0,boleto,0
d778bedecb77b234aeb18dc79ff59194,5bafd270928490735e0122c4ee597a1f,delivered,2018-05-04 08:48:19,2018-05-05 17:10:20,2018-05-09 16:19:00,2018-05-15 15:34:43,2018-06-05,21699884e67de9ac562b012bd2f7a80f,90020,porto alegre,RS,1.0,278.0,19.83,relogios_presentes,watches_gifts,297.83,6.0,credit_card,0
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,1.0,17.9,11.85,cama_mesa_banho,bed_bath_table,29.75,1.0,credit_card,0
520e9b73b66dd639c67ced184953ca2d,dfb128d07f7da6edf0fbe08f7cc89c4c,delivered,2017-07-20 19:42:34,2017-07-21 06:43:26,2017-07-21 18:53:52,2017-07-24 16:49:31,2017-08-02,0dd0948583d738cc0a0cf8e1d8f44807,4084,sao paulo,SP,1.0,299.99,58.9,brinquedos,toys,358.89,1.0,boleto,0
0a4c05d2e1ae812a342af2f5c9a34b36,3191981f84b69ebcca47bce1954371fc,delivered,2018-07-31 13:55:19,2018-08-02 05:15:25,2018-08-02 14:47:00,2018-08-03 13:48:35,2018-08-10,2ee7ec1f76d53708b7665e5b28a80ff1,6317,carapicuiba,SP,3.0,142.9,28.19,relogios_presentes,watches_gifts,171.09,1.0,boleto,0
442c6fc8659cdf5bd32a9631cf51b3c2,a3f57ef05079a04651bd421fa6e4d919,delivered,2018-05-06 15:10:37,2018-05-06 15:33:32,2018-05-07 18:36:00,2018-05-16 22:46:34,2018-06-05,e30fa69b8afd150a33a8b3311ea544b0,76700,mozarlandia,GO,1.0,60.0,18.3,esporte_lazer,sports_leisure,78.3,1.0,credit_card,0
cc6e15491d167d2bd2d0eef0d14970c8,abc544c5a1298a863548ca55c0a727e8,delivered,2017-10-12 21:37:49,2017-10-12 21:49:33,2017-10-16 22:10:09,2017-11-22 17:03:44,2017-11-09,03deaea09727abbbe6305a61aed28a05,45320,santa ines,BA,1.0,90.0,17.07,brinquedos,toys,107.07,1.0,credit_card,1
800b8ee7ba7b89e615910b52e4b2f4f0,4abaaf9e868ffb8524297684c31430e2,delivered,2018-02-06 15:04:24,2018-02-06 15:28:36,2018-02-07 22:42:38,2018-02-19 20:16:47,2018-03-05,e50994818dfd38cfd8d56e891dcb12bd,20541,rio de janeiro,RJ,1.0,44.9,15.1,cama_mesa_banho,bed_bath_table,60.0,1.0,credit_card,0
8842ab4c2a2553bd8a15b9e210aae195,04990c725a166f618ef30e8ae48cdd51,delivered,2018-05-03 11:10:17,2018-05-03 11:54:29,2018-05-14 13:46:00,2018-05-17 18:32:50,2018-05-29,bee7cfcbb355559866c30cd38482f67b,4066,sao paulo,SP,1.0,28.9,15.23,informatica_acessorios,computers_accessories,44.13,1.0,voucher,0
2d7561026d542c8dbd8f0daeadf67a43,8199345f57c6d1cbe9701f92481beb8d,delivered,2017-03-15 11:24:27,2017-03-15 11:24:27,2017-03-16 09:29:16,2017-09-19 14:38:18,2017-04-13,186a453a38d349c487ccbf472b31fb39,49037,aracaju,SE,1.0,32.9,20.8,automotivo,auto,53.7,1.0,boleto,1
1a5800523e4a42619420e13b49c522b6,ec9ca22307897a31bb0635c4811cf672,delivered,2018-08-13 09:38:37,2018-08-13 09:50:19,2018-08-13 15:26:00,2018-08-24 20:58:30,2018-08-29,7343a634f52f941a1fb851a53bedb2cf,49097,aracaju,SE,1.0,125.0,39.32,informatica_acessorios,computers_accessories,164.32,1.0,credit_card,0
852586974b34f22595f8bcc918b48040,e60b44258e250247c031afa715241405,delivered,2017-10-11 10:38:21,2017-10-12 02:21:01,2017-10-16 18:30:08,2017-10-24 19:27:58,2017-11-14,600c4007e5a97665f6f4a70d706949cc,38413,uberlandia,MG,1.0,71.9,16.94,informatica_acessorios,computers_accessories,88.84,1.0,boleto,0
7ec00b7266a2e8826ba86a7509fb7939,f6920373a8a14434f959e893a803a48d,delivered,2018-06-28 09:27:34,2018-06-28 09:51:09,2018-07-02 14:22:00,2018-07-05 18:56:39,2018-07-27,ff6dbcd4f418c61c54eb7c70fd301214,7194,guarulhos,SP,1.0,129.9,43.71,moveis_decoracao,furniture_decor,173.61,2.0,credit_card,0
909fe8229847328fa7b5fa59b253ba25,adf9134ea7338307a33c4af9026a6b1f,delivered,2018-08-09 12:58:10,2018-08-09 14:30:16,2018-08-10 15:57:00,2018-08-14 13:27:56,2018-08-22,be15e4f2925c356e4361c9b7d0dd9aa5,21050,rio de janeiro,RJ,1.0,69.9,15.59,informatica_acessorios,computers_accessories,85.49,2.0,credit_card,0
78897a5fe1c573c63f82070220ff2da5,2c4c10219e88c96182dd31e470b89c6d,delivered,2018-08-22 14:53:58,2018-08-23 14:50:22,2018-08-24 12:26:00,2018-08-31 02:36:23,2018-09-04,ebc2a17ea966619e7087a1ccaefc0b65,5778,sao paulo,SP,1.0,149.9,13.71,relogios_presentes,watches_gifts,163.61,4.0,credit_card,0
4c0b506d42a6b9fe0951c6cc05419141,f225771a2f46c4efd6ab6967f5c23070,delivered,2018-03-08 22:38:54,2018-03-09 01:22:10,2018-03-09 21:58:38,2018-03-21 16:22:29,2018-04-06,7e43696e1ae594af82dd11f481dc232e,97070,santa maria,RS,1.0,89.99,19.6,beleza_saude,health_beauty,109.59,5.0,credit_card,0
5d4823ead7848e3fcf42c8fe91cd697e,abe891a02257382ca0f14e237c098c5e,delivered,2017-03-22 06:54:29,2017-03-22 06:54:29,2017-03-22 10:52:14,2017-04-07 17:24:37,2017-04-26,dbdf4394db8704e0fc5d4ebcb7efead6,18051,sorocaba,SP,1.0,599.0,38.81,beleza_saude,health_beauty,637.81,8.0,credit_card,0
